"ID","Adoption","Died","Euthanasia","Return_to_owner","Transfer"
"2632",0.938,0,0,0,0.062
"2633",0,0,0,0,1
"2634",0.826,0,0,0.172,0.002
"2635",0.146,0,0,0.85,0.004
"2636",0.976,0,0,0,0.024
"2637",0.166,0,0,0.834,0
"2638",0.996,0,0,0,0.004
"2639",1,0,0,0,0
"2640",0.99,0,0,0.006,0.004
"2641",1,0,0,0,0
"2642",0.056,0,0.052,0.482,0.41
"2643",0.064,0,0,0.104,0.832
"2644",0.996,0,0,0,0.004
"2645",0.43,0,0,0.57,0
"2646",0,0,0,0,1
"2647",0,0,0,0,1
"2648",0.004,0,0,0,0.996
"2649",0.922,0,0,0,0.078
"2650",0,0,0,0,1
"2651",0.996,0,0,0,0.004
"2652",0,0,0,0,1
"2653",0.994,0,0,0,0.006
"2654",0.972,0,0,0.028,0
"2655",0.002,0,0.006,0.002,0.99
"2656",0.214,0,0,0.786,0
"2657",0.954,0,0,0.012,0.034
"2658",0.09,0,0,0.004,0.906
"2659",0,0,0,0,1
"2660",0.648,0,0,0,0.352
"2661",0.08,0.004,0.004,0.034,0.878
"2662",0.996,0,0,0,0.004
"2663",0.156,0,0,0.844,0
"2664",0.978,0,0,0.022,0
"2665",0.974,0,0,0.026,0
"2666",0.966,0,0,0.034,0
"2667",0.306,0,0,0.694,0
"2668",0.976,0,0,0.024,0
"2669",0.876,0,0,0.124,0
"2670",0.866,0,0,0,0.134
"2671",0.216,0,0.112,0.116,0.556
"2672",0.488,0,0.002,0.072,0.438
"2673",0.152,0,0,0.846,0.002
"2674",0.976,0,0,0.024,0
"2675",0.032,0,0.012,0.01,0.946
"2676",0.046,0.002,0,0,0.952
"2677",0.876,0,0,0,0.124
"2678",0,0,0,0,1
"2679",0.144,0,0,0.848,0.008
"2680",0,0,0,0,1
"2681",0,0,0,0,1
"2682",0,0,0,0,1
"2683",0.996,0,0,0,0.004
"2684",0.994,0,0,0,0.006
"2685",0.246,0,0,0.732,0.022
"2686",0.074,0,0,0.014,0.912
"2687",0.966,0,0,0.034,0
"2688",0.852,0,0.002,0.11,0.036
"2689",0.894,0,0.002,0.074,0.03
"2690",0,0,0,0,1
"2691",0.002,0.022,0,0,0.976
"2692",0.964,0,0,0.028,0.008
"2693",0.24,0,0,0.76,0
"2694",0.05,0,0,0,0.95
"2695",0.222,0,0,0.778,0
"2696",0,0,0,0,1
"2697",0.996,0,0,0,0.004
"2698",0.996,0,0,0,0.004
"2699",0.11,0,0,0,0.89
"2700",0,0,0,0,1
"2701",0.996,0,0,0,0.004
"2702",0.734,0,0,0.084,0.182
"2703",1,0,0,0,0
"2704",0,0,0,0,1
"2705",0,0,0.002,0,0.998
"2706",0.492,0,0,0.508,0
"2707",0.958,0,0,0.042,0
"2708",0.2,0,0.056,0.736,0.008
"2709",0,0,0,0,1
"2710",0.244,0,0,0.756,0
"2711",0.958,0,0,0.042,0
"2712",0.018,0,0.008,0.678,0.296
"2713",0.892,0,0,0.108,0
"2714",0.996,0,0,0,0.004
"2715",0,0.02,0,0,0.98
"2716",0.994,0,0,0,0.006
"2717",0.992,0,0,0.008,0
"2718",0.956,0,0,0.044,0
"2719",0.996,0,0,0,0.004
"2720",0.966,0,0,0,0.034
"2721",0.076,0,0.01,0.804,0.11
"2722",0.968,0,0,0.032,0
"2723",0,0,0,0,1
"2724",0.064,0,0.078,0.098,0.76
"2725",0.036,0,0,0,0.964
"2726",0.974,0,0,0.026,0
"2727",0.984,0,0,0.008,0.008
"2728",0.04,0,0.002,0,0.958
"2729",0.892,0,0,0,0.108
"2730",0.822,0,0,0,0.178
"2731",0.996,0,0,0,0.004
"2732",0.09,0,0,0,0.91
"2733",0.008,0,0,0,0.992
"2734",0.884,0,0.008,0.078,0.03
"2735",0.956,0,0,0.002,0.042
"2736",0.216,0,0,0.784,0
"2737",0.842,0,0,0.01,0.148
"2738",0.172,0,0.002,0.806,0.02
"2739",0.012,0,0.674,0.06,0.254
"2740",0.706,0,0,0.052,0.242
"2741",0.68,0,0.122,0.13,0.068
"2742",0.034,0,0,0.014,0.952
"2743",0.872,0,0,0,0.128
"2744",0.006,0,0,0,0.994
"2745",0.946,0,0,0,0.054
"2746",0.15,0,0,0.848,0.002
"2747",0.966,0,0,0.034,0
"2748",0.258,0,0,0.742,0
"2749",0.75,0,0.002,0,0.248
"2750",0.158,0,0.006,0.836,0
"2751",0.912,0,0,0.078,0.01
"2752",0.996,0,0,0,0.004
"2753",0.976,0,0,0.024,0
"2754",0.216,0,0,0.784,0
"2755",0.064,0,0,0.22,0.716
"2756",0.01,0.002,0.058,0,0.93
"2757",0.514,0,0,0.486,0
"2758",0.006,0,0.002,0,0.992
"2759",0.066,0,0,0.59,0.344
"2760",0.056,0,0.08,0.04,0.824
"2761",0.866,0,0,0,0.134
"2762",0.98,0,0,0.02,0
"2763",0.908,0,0,0.092,0
"2764",0.938,0,0,0,0.062
"2765",0.014,0,0,0,0.986
"2766",0.132,0,0.006,0.814,0.048
"2767",0.996,0,0,0,0.004
"2768",0.996,0,0,0,0.004
"2769",0.784,0,0,0.036,0.18
"2770",0.032,0,0.004,0.858,0.106
"2771",0.978,0,0,0.022,0
"2772",0.052,0,0,0.482,0.466
"2773",0.996,0,0,0,0.004
"2774",0,0,0,0,1
"2775",0.004,0,0,0,0.996
"2776",0.984,0,0,0.016,0
"2777",0,0,0.002,0,0.998
"2778",0.864,0,0,0,0.136
"2779",0.02,0,0.006,0.622,0.352
"2780",0.444,0,0,0.556,0
"2781",0.02,0,0,0.566,0.414
"2782",0.976,0,0,0,0.024
"2783",0.774,0,0,0,0.226
"2784",0.966,0,0,0,0.034
"2785",0.654,0,0,0.016,0.33
"2786",0.912,0,0,0,0.088
"2787",0.874,0,0,0,0.126
"2788",0.004,0,0.008,0,0.988
"2789",0,0,0,0,1
"2790",0.524,0,0,0,0.476
"2791",0.996,0,0,0,0.004
"2792",0.996,0,0,0,0.004
"2793",0.172,0,0,0.826,0.002
"2794",0.056,0,0,0.594,0.35
"2795",0.996,0,0,0,0.004
"2796",0.306,0,0,0.694,0
"2797",1,0,0,0,0
"2798",0.254,0,0.002,0.71,0.034
"2799",0.132,0,0,0.848,0.02
"2800",1,0,0,0,0
"2801",0.498,0,0,0.108,0.394
"2802",0.996,0,0,0,0.004
"2803",0.19,0,0,0.766,0.044
"2804",0.834,0,0,0.028,0.138
"2805",0.994,0,0,0.002,0.004
"2806",0.004,0,0,0,0.996
"2807",0.02,0,0,0,0.98
"2808",1,0,0,0,0
"2809",0.968,0,0,0.032,0
"2810",0.158,0,0.006,0.836,0
"2811",0.254,0,0,0.746,0
"2812",0,0,0,0,1
"2813",0.996,0,0,0,0.004
"2814",0.24,0,0.002,0.758,0
"2815",0.694,0,0,0.07,0.236
"2816",0.996,0,0,0,0.004
"2817",0,0,0,0,1
"2818",0.996,0,0,0,0.004
"2819",0.354,0,0,0.646,0
"2820",0.996,0,0,0,0.004
"2821",0.202,0,0,0,0.798
"2822",0.932,0,0,0.068,0
"2823",0,0,0,0,1
"2824",0.186,0,0.008,0.806,0
"2825",0.706,0,0,0.096,0.198
"2826",0.912,0,0,0.088,0
"2827",0.212,0,0,0.788,0
"2828",0.148,0,0.002,0.848,0.002
"2829",0.21,0,0,0.79,0
"2830",0.936,0,0,0,0.064
"2831",0.766,0,0,0.07,0.164
"2832",0.052,0,0,0.376,0.572
"2833",0.866,0,0,0,0.134
"2834",0.996,0,0,0,0.004
"2835",0.894,0,0,0.106,0
"2836",0.208,0,0,0.792,0
"2837",0.76,0,0,0.114,0.126
"2838",0,0,0,0,1
"2839",0.034,0,0.2,0.014,0.752
"2840",0.06,0,0.004,0.234,0.702
"2841",0.976,0,0,0.024,0
"2842",0.996,0,0,0,0.004
"2843",0.212,0,0,0.788,0
"2844",0,0,0,0,1
"2845",0.514,0,0,0.486,0
"2846",1,0,0,0,0
"2847",0.892,0,0,0.108,0
"2848",1,0,0,0,0
"2849",0.086,0,0.002,0.096,0.816
"2850",0.996,0,0,0,0.004
"2851",0.072,0,0.326,0.098,0.504
"2852",0.996,0,0,0,0.004
"2853",0.91,0,0,0,0.09
"2854",1,0,0,0,0
"2855",0.996,0,0,0,0.004
"2856",0.952,0,0,0,0.048
"2857",0.962,0,0,0.036,0.002
"2858",1,0,0,0,0
"2859",0.668,0,0,0,0.332
"2860",0.834,0,0.034,0.002,0.13
"2861",0.064,0,0,0.626,0.31
"2862",0,0,0,0,1
"2863",0.004,0,0,0,0.996
"2864",0.996,0,0,0,0.004
"2865",0.98,0,0,0.02,0
"2866",0.006,0,0,0,0.994
"2867",0,0,0.026,0,0.974
"2868",0.86,0,0,0.074,0.066
"2869",0.942,0,0,0,0.058
"2870",0.212,0,0,0.788,0
"2871",0.878,0,0,0,0.122
"2872",0.84,0,0,0.15,0.01
"2873",0.91,0,0,0.09,0
"2874",0.76,0,0,0.008,0.232
"2875",0.978,0,0,0.022,0
"2876",0.036,0.002,0,0,0.962
"2877",0.064,0,0,0.22,0.716
"2878",0,0,0,0,1
"2879",0.252,0,0,0.748,0
"2880",0,0,0,0,1
"2881",0.03,0.002,0.17,0.016,0.782
"2882",0.996,0,0,0,0.004
"2883",0.98,0,0,0.02,0
"2884",0.958,0,0,0.042,0
"2885",0,0,0,0,1
"2886",0.978,0,0,0.022,0
"2887",0.048,0,0.012,0,0.94
"2888",0.16,0,0,0.84,0
"2889",0.996,0,0,0,0.004
"2890",0.996,0,0,0,0.004
"2891",0,0.022,0.002,0,0.976
"2892",0.996,0,0,0,0.004
"2893",0.962,0,0,0.038,0
"2894",0.958,0,0,0,0.042
"2895",0.646,0,0,0.002,0.352
"2896",0.978,0,0,0.022,0
"2897",0.012,0,0.038,0,0.95
"2898",0.974,0,0,0.026,0
"2899",0.996,0,0,0,0.004
"2900",1,0,0,0,0
"2901",0.696,0,0.002,0.02,0.282
"2902",0.93,0,0,0,0.07
"2903",0.004,0,0,0.004,0.992
"2904",0.194,0,0,0.804,0.002
"2905",0.078,0.07,0.528,0.01,0.314
"2906",0.958,0,0,0,0.042
"2907",0.976,0,0,0.024,0
"2908",0.752,0,0.002,0.066,0.18
"2909",0.976,0,0,0.024,0
"2910",0.26,0,0,0,0.74
"2911",0.972,0,0,0.028,0
"2912",0.996,0,0,0,0.004
"2913",0.986,0,0,0,0.014
"2914",0.986,0,0,0.01,0.004
"2915",0.966,0,0,0.034,0
"2916",0.064,0,0,0.104,0.832
"2917",0.086,0,0.288,0.092,0.534
"2918",0.704,0,0,0.016,0.28
"2919",0.072,0,0,0,0.928
"2920",0.66,0,0,0.092,0.248
"2921",0.958,0,0,0.042,0
"2922",0.19,0,0,0.766,0.044
"2923",0.252,0,0,0.748,0
"2924",0.426,0,0,0.574,0
"2925",0.99,0,0,0,0.01
"2926",0.012,0,0.038,0,0.95
"2927",0.912,0,0,0.088,0
"2928",0.932,0,0,0,0.068
"2929",0.062,0,0,0.148,0.79
"2930",0.512,0.002,0.008,0.094,0.384
"2931",0.064,0,0.086,0.108,0.742
"2932",0.996,0,0,0,0.004
"2933",0.442,0,0,0.558,0
"2934",0.2,0,0,0.798,0.002
"2935",0.064,0,0,0.626,0.31
"2936",0.962,0,0,0.038,0
"2937",0.374,0,0,0.626,0
"2938",0.004,0,0.006,0,0.99
"2939",0.21,0,0,0.79,0
"2940",0.996,0,0,0,0.004
"2941",0.882,0,0.004,0.036,0.078
"2942",0,0,0,0,1
"2943",0.734,0,0,0.084,0.182
"2944",0.538,0,0,0.004,0.458
"2945",0.996,0,0,0,0.004
"2946",0.876,0,0,0.124,0
"2947",0.826,0,0,0.172,0.002
"2948",0.464,0,0,0.536,0
"2949",0.06,0,0,0,0.94
"2950",0.77,0,0.002,0.064,0.164
"2951",0.09,0,0,0,0.91
"2952",0.996,0,0,0,0.004
"2953",0.04,0,0.018,0.012,0.93
"2954",0.244,0,0,0.756,0
"2955",0.996,0,0,0,0.004
"2956",0.076,0,0,0.808,0.116
"2957",0.984,0,0,0.008,0.008
"2958",0.964,0,0,0.036,0
"2959",0.08,0,0,0.058,0.862
"2960",0.908,0,0,0.092,0
"2961",0.128,0,0,0.044,0.828
"2962",0.146,0,0,0.842,0.012
"2963",0.888,0,0,0,0.112
"2964",0.018,0,0.008,0.71,0.264
"2965",0,0,0,0,1
"2966",0.932,0,0,0,0.068
"2967",0.054,0,0,0.78,0.166
"2968",0.188,0,0,0.812,0
"2969",0.998,0,0,0,0.002
"2970",0.924,0,0,0.068,0.008
"2971",0.056,0,0,0,0.944
"2972",0.064,0,0,0.626,0.31
"2973",0.996,0,0,0,0.004
"2974",0,0,0,0,1
"2975",0.24,0,0,0.76,0
"2976",0.628,0,0.006,0.082,0.284
"2977",0.88,0,0,0.12,0
"2978",0.97,0,0,0.03,0
"2979",0,0,0,0,1
"2980",0.996,0,0,0,0.004
"2981",0.912,0,0,0,0.088
"2982",0.88,0,0,0.12,0
"2983",0.004,0,0,0,0.996
"2984",0.244,0,0,0.756,0
"2985",0.906,0,0,0,0.094
"2986",0.84,0,0,0.15,0.01
"2987",0.208,0,0,0.792,0
"2988",0,0,0,0,1
"2989",0.848,0,0,0.02,0.132
"2990",0.132,0,0.046,0.002,0.82
"2991",0.996,0,0,0,0.004
"2992",0.856,0,0,0.104,0.04
"2993",0.884,0,0,0,0.116
"2994",0.718,0,0,0.002,0.28
"2995",0.04,0,0.104,0.618,0.238
"2996",0.91,0,0,0,0.09
"2997",0.958,0,0,0.042,0
"2998",0.88,0,0,0.12,0
"2999",0.958,0,0,0.042,0
"3000",0.258,0,0,0.742,0
"3001",0.996,0,0,0,0.004
"3002",0.876,0,0,0.124,0
"3003",0.876,0,0,0.124,0
"3004",0.464,0,0,0.536,0
"3005",0.996,0,0,0,0.004
"3006",0,0,0,0,1
"3007",0.992,0,0,0,0.008
"3008",0.142,0,0,0.856,0.002
"3009",0,0,0,0,1
"3010",0.996,0,0,0,0.004
"3011",0.99,0,0,0,0.01
"3012",0.762,0,0,0.236,0.002
"3013",0.076,0,0.042,0.612,0.27
"3014",0,0,0,0,1
"3015",0.258,0.062,0.004,0,0.676
"3016",0,0,0,0,1
"3017",0.958,0,0,0.042,0
"3018",0.24,0,0,0.76,0
"3019",0.828,0,0.004,0.086,0.082
"3020",0.492,0,0,0.508,0
"3021",0.942,0,0,0,0.058
"3022",0.98,0,0,0.008,0.012
"3023",0.97,0,0,0.03,0
"3024",0.996,0,0,0,0.004
"3025",0.996,0,0,0,0.004
"3026",0.052,0,0,0,0.948
"3027",0.166,0,0,0.834,0
"3028",0.876,0,0,0.124,0
"3029",0.064,0,0,0.626,0.31
"3030",0.768,0,0,0.006,0.226
"3031",0.964,0,0,0.036,0
"3032",0.774,0,0,0,0.226
"3033",0.87,0,0,0,0.13
"3034",0.084,0,0.002,0.008,0.906
"3035",0.958,0,0,0.042,0
"3036",0.002,0,0.024,0.004,0.97
"3037",0.258,0,0,0.742,0
"3038",0,0,0,0,1
"3039",0.164,0,0,0.836,0
"3040",0,0,0,0,1
"3041",1,0,0,0,0
"3042",0.444,0,0,0.556,0
"3043",0.992,0,0,0,0.008
"3044",0.972,0,0,0,0.028
"3045",0.996,0,0,0,0.004
"3046",0.056,0,0,0,0.944
"3047",0,0,0,0,1
"3048",0,0,0,0,1
"3049",0.05,0,0.002,0,0.948
"3050",0.066,0,0,0.59,0.344
"3051",0.418,0,0,0.582,0
"3052",0.212,0,0,0.788,0
"3053",0.996,0,0,0,0.004
"3054",0.996,0,0,0,0.004
"3055",0.134,0,0.002,0.864,0
"3056",0.216,0,0,0.784,0
"3057",0.994,0,0,0,0.006
"3058",0.996,0,0,0,0.004
"3059",0.004,0,0,0,0.996
"3060",0.26,0,0,0,0.74
"3061",0.062,0,0,0.248,0.69
"3062",0.996,0,0,0,0.004
"3063",0.17,0,0,0.828,0.002
"3064",1,0,0,0,0
"3065",0.996,0,0,0,0.004
"3066",0.996,0,0,0,0.004
"3067",0.252,0,0,0.748,0
"3068",0,0,0.022,0,0.978
"3069",0,0,0,0,1
"3070",0,0,0.002,0,0.998
"3071",0.822,0,0,0.046,0.132
"3072",1,0,0,0,0
"3073",0.932,0,0,0.036,0.032
"3074",0.02,0.092,0.144,0,0.744
"3075",0.962,0,0,0,0.038
"3076",0.958,0,0,0.042,0
"3077",0.934,0,0,0,0.066
"3078",0.998,0,0,0,0.002
"3079",0.308,0,0,0.692,0
"3080",1,0,0,0,0
"3081",0.98,0,0,0.02,0
"3082",0.82,0,0,0,0.18
"3083",1,0,0,0,0
"3084",0.956,0,0,0.044,0
"3085",0.002,0.022,0,0,0.976
"3086",0.88,0,0,0.12,0
"3087",0.08,0,0.014,0.01,0.896
"3088",0.004,0,0,0,0.996
"3089",0.256,0,0,0.01,0.734
"3090",0.954,0,0,0.012,0.034
"3091",1,0,0,0,0
"3092",0.15,0,0,0.848,0.002
"3093",0.946,0,0,0.002,0.052
"3094",0.758,0,0,0.082,0.16
"3095",0.996,0,0,0,0.004
"3096",0.08,0.014,0,0.346,0.56
"3097",0.838,0,0.004,0.132,0.026
"3098",0.084,0,0,0.006,0.91
"3099",0.966,0,0,0.034,0
"3100",0.084,0,0.002,0.15,0.764
"3101",0,0,0,0,1
"3102",0.426,0,0,0.574,0
"3103",0,0,0,0,1
"3104",0.064,0,0,0.626,0.31
"3105",0.816,0,0,0.052,0.132
"3106",0.076,0,0.01,0.804,0.11
"3107",0.872,0,0.002,0.118,0.008
"3108",0.996,0,0,0,0.004
"3109",0.234,0,0.014,0.748,0.004
"3110",0.042,0.032,0.004,0.018,0.904
"3111",0.052,0,0,0.124,0.824
"3112",0.078,0,0.16,0.008,0.754
"3113",0.216,0,0,0.784,0
"3114",0.258,0,0.322,0.098,0.322
"3115",0.958,0,0,0.042,0
"3116",0.036,0,0.008,0,0.956
"3117",0.216,0,0,0.784,0
"3118",0,0,0,0,1
"3119",0,0,0,0,1
"3120",0.812,0,0,0.058,0.13
"3121",0.79,0,0,0.048,0.162
"3122",0,0,0,0,1
"3123",0.978,0,0,0.022,0
"3124",0.044,0,0,0.006,0.95
"3125",0.952,0,0,0,0.048
"3126",0.068,0,0,0,0.932
"3127",0.224,0,0,0.766,0.01
"3128",0.01,0,0,0,0.99
"3129",0.076,0,0.01,0.804,0.11
"3130",0.888,0,0,0,0.112
"3131",0.996,0,0,0,0.004
"3132",0.936,0,0,0,0.064
"3133",0.426,0,0,0.574,0
"3134",0.97,0,0,0.03,0
"3135",0,0,0,0,1
"3136",0.538,0,0,0.004,0.458
"3137",0.88,0,0,0.12,0
"3138",0.202,0,0,0.798,0
"3139",0.634,0,0.012,0.072,0.282
"3140",0.976,0,0,0.024,0
"3141",0.576,0,0.004,0.064,0.356
"3142",0.966,0,0,0.034,0
"3143",0.908,0,0,0.092,0
"3144",0,0,0,0,1
"3145",0.02,0,0.018,0.004,0.958
"3146",0.002,0,0,0.012,0.986
"3147",0,0,0,0,1
"3148",0,0,0,0,1
"3149",0,0,0,0,1
"3150",0.778,0,0,0.064,0.158
"3151",0,0,0,0,1
"3152",0.266,0,0.01,0.004,0.72
"3153",0.848,0,0.002,0.028,0.122
"3154",0.88,0,0,0.12,0
"3155",0.004,0.004,0.04,0.002,0.95
"3156",0.018,0,0.008,0.906,0.068
"3157",1,0,0,0,0
"3158",0.892,0,0,0,0.108
"3159",0.216,0,0.008,0.774,0.002
"3160",0.04,0,0,0,0.96
"3161",1,0,0,0,0
"3162",0.056,0,0,0.594,0.35
"3163",0.556,0,0.018,0.04,0.386
"3164",0.996,0,0,0,0.004
"3165",0.092,0.008,0.036,0.008,0.856
"3166",0.162,0,0,0.838,0
"3167",0,0,0,0,1
"3168",0.94,0,0,0,0.06
"3169",0.956,0,0,0.04,0.004
"3170",0,0,0,0,1
"3171",0.962,0,0,0,0.038
"3172",0.418,0,0,0.582,0
"3173",0.966,0,0,0.034,0
"3174",0.056,0,0,0,0.944
"3175",0.78,0,0,0,0.22
"3176",0.912,0,0,0,0.088
"3177",0.076,0.002,0.144,0.004,0.774
"3178",0.594,0,0.004,0.08,0.322
"3179",0.066,0,0.002,0.592,0.34
"3180",0.062,0,0,0.792,0.146
"3181",1,0,0,0,0
"3182",0,0,0,0,1
"3183",0.732,0,0.13,0.12,0.018
"3184",0.962,0,0,0.038,0
"3185",0.062,0,0.5,0.002,0.436
"3186",0,0,0,0,1
"3187",0.976,0,0,0.024,0
"3188",0.02,0,0.02,0.378,0.582
"3189",0.254,0,0,0.746,0
"3190",0.004,0,0.004,0,0.992
"3191",0.98,0,0,0.02,0
"3192",0.052,0,0,0,0.948
"3193",0.992,0,0,0,0.008
"3194",0.996,0,0,0,0.004
"3195",1,0,0,0,0
"3196",0.174,0,0,0.826,0
"3197",0,0,0.004,0,0.996
"3198",0.978,0,0,0.022,0
"3199",0.976,0,0,0.024,0
"3200",0.02,0,0.264,0.556,0.16
"3201",0.184,0,0,0.816,0
"3202",0.256,0,0,0.742,0.002
"3203",0.898,0,0,0.102,0
"3204",0.856,0,0,0.104,0.04
"3205",1,0,0,0,0
"3206",0.798,0,0,0.07,0.132
"3207",0.866,0,0,0.116,0.018
"3208",0.19,0,0,0.808,0.002
"3209",0.894,0,0,0.106,0
"3210",0,0.024,0,0,0.976
"3211",0.058,0,0.374,0.002,0.566
"3212",0.194,0,0,0.804,0.002
"3213",0,0,0,0,1
"3214",0.966,0,0,0.034,0
"3215",0.184,0,0,0.816,0
"3216",0.974,0,0,0.026,0
"3217",1,0,0,0,0
"3218",0.444,0,0,0.556,0
"3219",0.014,0,0.024,0,0.962
"3220",0,0,0,0,1
"3221",0.21,0,0,0.79,0
"3222",0.004,0,0,0,0.996
"3223",0.994,0,0,0,0.006
"3224",0.994,0,0,0.004,0.002
"3225",0.976,0,0,0.024,0
"3226",0.566,0,0.004,0.066,0.364
"3227",0,0,0,0,1
"3228",0.97,0,0,0.03,0
"3229",0.024,0.002,0.09,0.122,0.762
"3230",0.21,0,0.032,0.758,0
"3231",0.996,0,0,0,0.004
"3232",0.806,0,0,0.056,0.138
"3233",0.908,0,0,0.092,0
"3234",0,0,0,0,1
"3235",0.372,0,0,0.626,0.002
"3236",0.978,0,0,0.022,0
"3237",0.986,0,0,0,0.014
"3238",0.156,0,0,0.83,0.014
"3239",0.962,0,0,0.038,0
"3240",0.2,0,0,0.798,0.002
"3241",0.26,0,0.014,0.706,0.02
"3242",0.214,0,0.008,0.768,0.01
"3243",0,0,0,0,1
"3244",0.936,0,0,0,0.064
"3245",0,0,0,0,1
"3246",0.21,0,0,0.786,0.004
"3247",0,0,0.026,0,0.974
"3248",0.976,0,0,0,0.024
"3249",0.026,0,0.474,0.02,0.48
"3250",0.98,0,0.002,0,0.018
"3251",0.996,0,0,0,0.004
"3252",0,0,0,0,1
"3253",0.214,0,0,0.786,0
"3254",0,0,0.012,0,0.988
"3255",0.994,0,0,0,0.006
"3256",0.682,0,0,0.048,0.27
"3257",0.876,0,0,0.124,0
"3258",1,0,0,0,0
"3259",0.98,0,0,0.02,0
"3260",0.178,0,0.002,0.818,0.002
"3261",0.034,0,0.002,0,0.964
"3262",0.582,0,0,0.01,0.408
"3263",0.976,0,0,0.024,0
"3264",0.812,0,0,0.058,0.13
"3265",0.226,0,0,0.726,0.048
"3266",1,0,0,0,0
"3267",0.934,0,0,0,0.066
"3268",0.184,0,0,0.816,0
"3269",0.996,0,0,0,0.004
"3270",0,0,0,0,1
"3271",0.908,0,0,0.092,0
"3272",0,0,0,0,1
"3273",0.996,0,0,0,0.004
"3274",0.876,0,0,0.124,0
"3275",0.058,0,0,0.568,0.374
"3276",0.02,0,0,0.582,0.398
"3277",0.962,0,0,0.038,0
"3278",1,0,0,0,0
"3279",0.974,0,0,0.026,0
"3280",0.032,0,0,0,0.968
"3281",0.908,0,0,0.092,0
"3282",0.254,0,0,0.746,0
"3283",0.004,0,0.002,0,0.994
"3284",0.892,0,0,0.108,0
"3285",0,0,0,0,1
"3286",0.966,0,0,0,0.034
"3287",0.176,0,0,0.824,0
"3288",0.652,0,0.084,0.208,0.056
"3289",0.97,0,0,0.03,0
"3290",0.886,0,0,0.004,0.11
"3291",0.956,0,0,0.044,0
"3292",0.97,0,0,0.03,0
"3293",0.996,0,0,0,0.004
"3294",0.054,0,0.004,0,0.942
"3295",0.996,0,0,0,0.004
"3296",0.936,0,0,0,0.064
"3297",0.028,0.034,0.006,0,0.932
"3298",0.94,0,0.002,0.004,0.054
"3299",0.996,0,0,0,0.004
"3300",0.004,0,0,0.036,0.96
"3301",0.026,0.008,0.05,0,0.916
"3302",0.78,0,0,0,0.22
"3303",0,0,0,0,1
"3304",0.996,0,0,0,0.004
"3305",0.98,0,0,0.02,0
"3306",0.886,0,0,0,0.114
"3307",0,0,0,0,1
"3308",0.154,0,0,0,0.846
"3309",0.15,0,0.002,0.848,0
"3310",0,0,0,0,1
"3311",0.996,0,0,0,0.004
"3312",0,0,0,0,1
"3313",0.762,0,0,0.236,0.002
"3314",0.908,0,0,0.092,0
"3315",0.034,0,0.2,0.014,0.752
"3316",0.908,0,0,0.092,0
"3317",0.044,0.004,0.042,0,0.91
"3318",0.03,0,0,0,0.97
"3319",0.892,0,0.016,0.01,0.082
"3320",0.252,0,0,0.748,0
"3321",0.954,0,0,0.012,0.034
"3322",0.996,0,0,0,0.004
"3323",0.208,0,0,0.792,0
"3324",0.998,0,0,0.002,0
"3325",0.908,0,0,0.092,0
"3326",0.576,0,0.004,0.064,0.356
"3327",0.986,0,0,0.01,0.004
"3328",0.876,0,0,0.124,0
"3329",0,0,0,0,1
"3330",0.074,0,0.058,0.136,0.732
"3331",0.924,0,0,0,0.076
"3332",0.152,0,0,0.846,0.002
"3333",0.98,0,0,0.02,0
"3334",0.314,0,0,0,0.686
"3335",0.972,0,0,0,0.028
"3336",0.838,0,0,0.022,0.14
"3337",0.11,0,0,0.004,0.886
"3338",0.426,0,0,0.574,0
"3339",0,0,0,0,1
"3340",0.896,0.002,0,0,0.102
"3341",0.36,0,0.004,0.63,0.006
"3342",0.822,0,0,0.046,0.132
"3343",0,0,0,0,1
"3344",0.876,0,0,0.124,0
"3345",0.978,0,0,0.022,0
"3346",0.05,0,0,0,0.95
"3347",0.032,0,0.004,0.858,0.106
"3348",0.874,0.002,0.024,0.062,0.038
"3349",0.212,0,0,0.788,0
"3350",0.078,0,0.014,0.01,0.898
"3351",0.962,0,0,0.038,0
"3352",0.966,0,0,0.034,0
"3353",0,0,0,0,1
"3354",0.464,0,0,0.536,0
"3355",0.088,0,0.006,0.218,0.688
"3356",0.026,0.002,0.052,0.004,0.916
"3357",0.996,0,0,0,0.004
"3358",0.69,0,0,0.03,0.28
"3359",0.884,0,0,0,0.116
"3360",0.834,0,0,0.008,0.158
"3361",0.056,0,0.03,0.164,0.75
"3362",0.86,0,0,0,0.14
"3363",0.008,0,0.308,0,0.684
"3364",0.972,0,0,0,0.028
"3365",0.834,0,0,0.028,0.138
"3366",0.966,0,0,0.034,0
"3367",0.996,0,0,0,0.004
"3368",0,0,0.01,0,0.99
"3369",0.998,0,0,0.002,0
"3370",0.962,0,0,0.016,0.022
"3371",0.798,0,0,0.002,0.2
"3372",0.988,0,0,0,0.012
"3373",0.144,0,0.026,0.812,0.018
"3374",0.03,0,0.382,0.002,0.586
"3375",0,0,0,0,1
"3376",0,0,0,0,1
"3377",0.994,0,0,0,0.006
"3378",0.93,0,0,0,0.07
"3379",0.15,0,0,0.85,0
"3380",0.02,0,0.008,0.886,0.086
"3381",0.94,0,0,0.004,0.056
"3382",0.246,0,0,0.698,0.056
"3383",0,0,0,0,1
"3384",0.892,0,0,0,0.108
"3385",0.528,0,0,0.472,0
"3386",0.996,0,0,0,0.004
"3387",0,0,0,0,1
"3388",0.028,0,0.01,0,0.962
